会社名,担当者,電話番号,メールアドレス,カテゴリ,prtimesのURL,日時,連絡禁止,初回アポ済み
T.M WORKS,前川輝行,090-3720-5565,teru.maekawa@au.com,ビューティー,https://prtimes.jp/main/html/rd/p/000000001.000120557.html,2023-05-23 04:01:41,"",""
株式会社アテニア,池田絵理子,045-226-1634,eriko_0804@fancl.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000263.000010341.html,2023-05-23 04:02:21,"",""
株式会社 ACRO,"",03-5436-6580,pr@amplitude-beauty.com,ビューティー,https://prtimes.jp/main/html/rd/p/000000037.000041899.html,2023-05-23 04:02:59,"",""
株式会社紀州ほそ川創薬,"","",info◎wanomiraika.com,ビューティー,https://prtimes.jp/main/html/rd/p/000000015.000060044.html,2023-05-23 04:04:12,"",""
株式会社ファーメンステーション,"","",info@fermenstation.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000080.000051332.html,2023-05-23 04:06:08,"",""
株式会社不二ビューティ,広報部　松本,03-5304-1107,matsumoto@takanoyuri.com,ビューティー,https://prtimes.jp/main/html/rd/p/000000024.000012676.html,2023-05-23 04:06:46,"",""
株式会社ミシャジャパン,近藤波月,03-6430-6421,kondo@missha.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000117.000023609.html,2023-05-23 04:07:26,"",""
RED BOX JAPAN,尾熊,03-3375-7501,redboxprojecttokyo@gmail.com,ビューティー,https://prtimes.jp/main/html/rd/p/000000007.000087783.html,2023-05-23 04:08:39,"",""
My Little Box Japan 株式会社,松下・植村・根本,03-6427-1918,mylittlebox-pr@vectorinc.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000156.000009863.html,2023-05-23 04:09:53,"",""
株式会社pucklin,中城寿也,06-4397-4643,pucklin@maonail.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000010.000095980.html,2023-05-23 04:13:00,"",""
株式会社シロ,"",03-6805-0220,info@shiro-shiro.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000164.000032936.html,2023-05-23 04:15:25,"",""
株式会社ノルデステ,"",03-3849-4654,info@nordeste.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000041.000037884.html,2023-05-23 04:18:01,"",""
株式会社ライフシャインアーク,株式会社ライフシャインアーク 代表,052-715-6752,brainhealheadcollege@e-mail.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000001.000121271.html,2023-05-23 04:19:08,"",""
姿勢調整空間,"",080-4120-4891,shiseichousei@gmail.com,ビューティー,https://prtimes.jp/main/html/rd/p/000000002.000120459.html,2023-05-23 04:23:46,"",""
フォーシーズンズ　ジャパンコレクション,佐々木彩乃,"",ayano.sasaki@fourseasons.com,ビューティー,https://prtimes.jp/main/html/rd/p/000000139.000080380.html,2023-05-23 04:38:31,"",""
株式会社フラッグ,石渡（イシワタ）,03-6822-3125,contact@ml.flag-support.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000109.000060883.html,2023-05-23 04:39:43,"",""
東急不動産株式会社,"",03-6455-1121,tlc-hodo@tokyu-land.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000148.000006953.html,2023-05-23 04:42:01,"",""
アモーレパシフィックジャパン株式会社,蟹江（080-3438-6047）、吉田（080-7954-0876）、李,"",amorepacific_fes_pr@ssu.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000001.000121471.html,2023-05-23 04:42:39,"",""
株式会社まごころ総合美容,"",043-274-8557,info@magokoro39.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000020.000090688.html,2023-05-23 04:44:28,"",""
新日本製薬 株式会社,"",092-720-5800,pr@shinnihonseiyaku.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000233.000036592.html,2023-05-23 04:46:14,"",""
株式会社美ガーデン,"",03-5249-4585,info@moise.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000013.000079684.html,2023-05-23 04:47:53,"",""
株式会社エムティーアイ,"",03-5333-6755,mtipr@mti.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000001111.000002943.html,2023-05-23 04:49:33,"",""
株式会社アピポルファーマジャパン,"",03-5702-0625,support.apipol@apipol.com,ビューティー,https://prtimes.jp/main/html/rd/p/000000001.000090598.html,2023-05-23 04:50:09,"",""
株式会社MONA company,冨永,090-3300-3540,tomygerero@gmail.com,ビューティー,https://prtimes.jp/main/html/rd/p/000000006.000111013.html,2023-05-23 04:53:52,"",""
ビタミンC60バイオリサーチ株式会社,"",03-3517-3252,eri.yamaguchi＠vc60.com/marika.kawakubo＠vc60.com,ビューティー,https://prtimes.jp/main/html/rd/p/000000026.000012933.html,2023-05-23 04:55:09,"",""
特定非営利活動法人マドレボニータ,"",050-5316-1247,info@madrebonita.com,ビューティー,https://prtimes.jp/main/html/rd/p/000000022.000036840.html,2023-05-23 04:57:34,"",""
株式会社バルクオム,　福井,03-5114-6220,pr@bulk.co.jp‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,ビューティー,https://prtimes.jp/main/html/rd/p/000000125.000029463.html,2023-05-23 04:58:09,"",""
株式会社シーズ・ラボ,"",03-3797-4000,KAntinar@kenvue.com　／　MMaejim2@kenvue.com,ビューティー,https://prtimes.jp/main/html/rd/p/000000088.000014697.html,2023-05-23 04:59:24,"",""
リードテックジャパン株式会社,谷間,03-5333-2722,tanima@leadtek.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000010.000058975.html,2023-05-23 05:02:57,"",""
株式会社Clue,"","",andbe@prtimes.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000017.000084520.html,2023-05-23 05:03:32,"",""
株式会社オージオ,"","",nobuko-narita@ozio.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000040.000045651.html,2023-05-23 05:04:08,"",""
株式会社Direct Tech,山本・中村・新井・岸本,"",vimPR@vectorinc.co.jp　TEL：03-5572-7369,ビューティー,https://prtimes.jp/main/html/rd/p/000000151.000054399.html,2023-05-23 05:06:44,"",""
ＪＮＴＬコンシューマーヘルス株式会社,片倉、遠藤、中尾,"",pr@publicgood.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000001.000121730.html,2023-05-23 05:08:31,"",""
アンチエイジング株式会社,大津,03-3478-0248,info@anti-ageing.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000022.000013037.html,2023-05-23 05:09:10,"",""
ヨコハマ グランド インターコンチネンタル ホテル,　川井 優子,045-223-2222,yuko.kawai@icyokohama.com,ビューティー,https://prtimes.jp/main/html/rd/p/000000028.000015522.html,2023-05-23 05:10:25,"",""
医療法人水の森美容外科,伊藤,"",media@mizunomori.com,ビューティー,https://prtimes.jp/main/html/rd/p/000000007.000100869.html,2023-05-23 05:14:35,"",""
株式会社ウィッシュ,前川,03-5155-8579,earth@2mywish.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000005.000075289.html,2023-05-23 05:15:13,"",""
株式会社NeU,"",03-6260-9390,　info@neu-brains.com,ビューティー,https://prtimes.jp/main/html/rd/p/000000005.000115341.html,2023-05-23 05:16:39,"",""
バスリエ株式会社,"",04-7183-3252,info@bathlier.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000237.000050030.html,2023-05-23 05:17:50,"",""
株式会社ギブリー,山﨑、千葉,03-5489-7188,givery@vectorinc.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000187.000002454.html,2023-05-23 05:18:23,"",""
株式会社セザンヌ化粧品,渡邉・館内・高木,"",cezanne@prtimes.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000063.000042040.html,2023-05-23 05:18:58,"",""
株式会社OFFICE雪季,中原,"",nakahara@officesekki.com,ビューティー,https://prtimes.jp/main/html/rd/p/000000001.000121851.html,2023-05-23 05:21:32,"",""
株式会社マナプラス,"",075-746-4943,manaplus.n@gmail.com,ビューティー,https://prtimes.jp/main/html/rd/p/000000001.000121683.html,2023-05-23 05:25:52,"",""
日精販有限会社,中野、田川,0856-23-2155,general_business@nisseihan.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000001.000120454.html,2023-05-23 05:31:26,"",""
株式会社テックアット,　宮田・鈴木・松井・松下,092-401-0242,NextTrendFes＠vectorinc.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000034.000054565.html,2023-05-23 05:34:18,"",""
株式会社ベルタ,橋口・森谷,03-5413-5225,press@belta.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000025.000070413.html,2023-05-23 05:36:31,"",""
株式会社SHINN,永尾,"",support@kinui.tokyo,ビューティー,https://prtimes.jp/main/html/rd/p/000000002.000101996.html,2023-05-23 05:37:09,"",""
株式会社FIKA,小野田,"",pr@fika.tokyo,ビューティー,https://prtimes.jp/main/html/rd/p/000000024.000035757.html,2023-05-23 05:39:40,"",""
オーキッドビューティー株式会社,椎名,0479-63-3251,info@87beauty.com,ビューティー,https://prtimes.jp/main/html/rd/p/000000001.000121266.html,2023-05-23 05:40:45,"",""
株式会社ナリス化粧品,"",06-6458-5801,narispr@naris.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000267.000025614.html,2023-05-23 05:42:32,"",""
株式会社Ｉ－ｎｅ,"",06-6443-0881,: press@i-ne.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000573.000012002.html,2023-05-23 05:43:13,"",""
株式会社ミレニア,"",03-5408-7770,info@millennia-corporation.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000048.000042711.html,2023-05-23 05:46:51,"",""
株式会社ARTISTIC&CO. GLOBAL,呂（ろ）,058-325-9788,pr_event@artistic.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000070.000069487.html,2023-05-23 05:47:32,"",""
医療法人社団美翔会,"","",info@mediclude.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000021.000043191.html,2023-05-23 05:48:49,"",""
株式会社マツキヨココカラ＆カンパニー,"",03-6845-0005,matsukiyococokara@bil.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000041.000089283.html,2023-05-23 05:49:56,"",""
SEVEN BEAUTY株式会社,"",03-5812-3488,press@sevenbeauty.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000063.000091623.html,2023-05-23 05:51:10,"",""
株式会社GRIT NATION,阿部洋菜,03-3400-9884,hirona@gritnation.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000004.000118570.html,2023-05-23 05:52:23,"",""
株式会社ドクターイースト,"","",tatsuya.izawa@dreast.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000008.000090230.html,2023-05-23 05:54:11,"",""
株式会社産業経済新聞社,"",03-3231-7111,ml.sdkk@sankei.co.jp　電話：03-3275-8632,ビューティー,https://prtimes.jp/main/html/rd/p/000001434.000022608.html,2023-05-23 05:57:06,"",""
株式会社セピアプロミクス,"",052-433-3250,shouhin@be-escort.com,ビューティー,https://prtimes.jp/main/html/rd/p/000000001.000120820.html,2023-05-23 05:59:22,"",""
株式会社Plusbase,"","",info@plusbase.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000006.000097455.html,2023-05-23 06:02:27,"",""
ＤＩＣ株式会社,"",03-6733-3000,dic-press@ma.dic.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000087.000056781.html,2023-05-23 06:03:08,"",""
株式会社Fast Beauty,山本（090-4739-8850）,03-4405-9222,press@fastbeauty.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000058.000016863.html,2023-05-23 06:04:25,"",""
Craif株式会社,松本,"",press_craif@craif.com,ビューティー,https://prtimes.jp/main/html/rd/p/000000107.000041883.html,2023-05-23 06:05:04,"",""
株式会社　ＱＶＣジャパン,"",043-332-5000,QVC-communication@qvcjp.com,ビューティー,https://prtimes.jp/main/html/rd/p/000000264.000018268.html,2023-05-23 06:05:36,"",""
ダイトー水産株式会社,"",054-623-7525,daito-suisan@za.tnc.ne.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000012.000030410.html,2023-05-23 06:06:16,"",""
株式会社NEXCENT,"","",nexcent2022@nexcent.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000005.000102774.html,2023-05-23 06:06:50,"",""
イルミルド株式会社,加納敬章,06-7638-6623,kano@elumild.com,ビューティー,https://prtimes.jp/main/html/rd/p/000000098.000037416.html,2023-05-23 06:08:00,"",""
Mellia株式会社,國光）,03-6262-8902,info@mellia.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000068.000047354.html,2023-05-23 06:09:46,"",""
株式会社バンガードエンタープライズ,瀧澤,"",takizawa@vangent.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000003.000113390.html,2023-05-23 06:11:39,"",""
株式会社ファイントゥデイ,川合・藤林・齊藤,03-6864-0243,finetoday_pr@prap.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000072.000081704.html,2023-05-23 06:14:12,"",""
医療法人明正会 今林整形外科病院,"",0993-22-2710,y.taniguchi＠meiseikai.or.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000006.000083632.html,2023-05-23 06:14:46,"",""
株式会社JIMOS,　石塚,092-303-8500,sinnpurete_pr@jimos.co.jp　TEL：03-6732-1285,ビューティー,https://prtimes.jp/main/html/rd/p/000000218.000056376.html,2023-05-23 06:15:59,"",""
株式会社 鈴木ハーブ研究所,田中真代、疋田茉菜美、山下美穂,029-282-8881,shl_pr@s-herb.com,ビューティー,https://prtimes.jp/main/html/rd/p/000000048.000076897.html,2023-05-23 06:19:02,"",""
株式会社エム,"",03-6811-5890,info@corporate-m.com,ビューティー,https://prtimes.jp/main/html/rd/p/000000005.000102415.html,2023-05-23 06:22:03,"",""
株式会社LEAGUE,武智,050-5050-2391,support@league-jp.com,ビューティー,https://prtimes.jp/main/html/rd/p/000000180.000059927.html,2023-05-23 06:24:31,"",""
株式会社フランネル,"","",promotion@flannel0228.com,ビューティー,https://prtimes.jp/main/html/rd/p/000000006.000115091.html,2023-05-23 06:25:08,"",""
株式会社ティップネス,武藤,03-6892-8706,tipness-press@tipness.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000248.000009907.html,2023-05-23 06:28:42,"",""
東洋アルミニウム株式会社,向井,"",rie-mukai@toyal.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000004.000072607.html,2023-05-23 06:29:20,"",""
株式会社ＩＫホールディングス,加藤（かとう）,052-856-3101,　koho@skinfood.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000228.000016153.html,2023-05-23 06:30:36,"",""
株式会社GWF,阪本,06-6379-3335,sakamoto@gwf.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000001.000086163.html,2023-05-23 06:31:17,"",""
アンダーズ 東京,"","",contact@kartz.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000088.000017632.html,2023-05-23 06:32:31,"",""
TAINAS合同会社,"","",info@tainas.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000001.000121362.html,2023-05-23 06:33:08,"",""
株式会社REGAL CORE,田之上・西田,03-6822-7331,info@regalcore.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000011.000110315.html,2023-05-23 06:34:57,"",""
株式会社フィットベイト,"","",r.matsuda@olutana.com,ビューティー,https://prtimes.jp/main/html/rd/p/000000016.000028990.html,2023-05-23 06:35:30,"",""
アンファー株式会社,"",03-3213-8882,pr1@angfa.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000432.000013377.html,2023-05-23 06:38:26,"",""
株式会社Kirala,廣木 美奈子 / 坂田 雪,03-5645-5222,: stellabeaute@wag-inc.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000010.000056060.html,2023-05-23 06:42:13,"",""
Laline JAPAN株式会社 (株式会社TSIホールディングス),"",03-6809-0387,e_nakamura_yl@laline.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000203.000024622.html,2023-05-23 06:44:45,"",""
THINKIN株式会社,平川、占野,092-781-3341,ryota_hirakawa@gvn.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000004.000100768.html,2023-05-23 06:47:18,"",""
医療法人社団ウェルエイジング　Dクリニック東京 ウィメンズ,林・藤元・石川,"",creagetokyo_pr@vectorinc.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000033.000033536.html,2023-05-23 06:49:12,"",""
アモーレパシフィックジャパン株式会社,"","",innisfree@ozma.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000091.000031376.html,2023-05-23 06:49:51,"",""
プレミアアンチエイジング株式会社,"","",corp_pr@p-antiaging.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000110.000014975.html,2023-05-23 06:50:20,"",""
株式会社エムステージホールディングス,桝田（080-4005-2541）,03-6867-1170,pr@mstage-corp.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000154.000019504.html,2023-05-23 06:52:19,"",""
株式会社ジュン,"",03-6890-8888,tsukuda@jun.co.jp,ビューティー,https://prtimes.jp/main/html/rd/p/000000748.000006099.html,2023-05-23 06:54:44,"",""
株式会社TMコンサルティング,木下 幸司,"",orthofit24.hoshida@gmail.com,ビューティー,https://prtimes.jp/main/html/rd/p/000000003.000119753.html,2023-05-23 06:55:59,"",""
