会社名,prtimesのURL,メールアドレス,電話番号,担当者,カテゴリ,日時,連絡禁止,初回アポ済み
プランプラン株式会社,https://prtimes.jp/main/html/rd/p/000000003.000119794.html,info@planplan.ac,"","",テクノロジー,2023-07-26 11:12:56,"",""
株式会社サンステラ,https://prtimes.jp/main/html/rd/p/000000077.000083219.html,info@sunstella.co.jp,050-1570-7629,勝亦,テクノロジー,2023-07-26 11:13:10,"",""
Aokumo株式会社,https://prtimes.jp/main/html/rd/p/000000003.000089775.html,marketing@aokumo.io,03-6775-9194,Marketing部,テクノロジー,2023-07-26 11:13:34,"",""
株式会社ディーカレットDCP,https://prtimes.jp/main/html/rd/p/000000022.000094264.html,pr@decurret-dcp.com,"","",テクノロジー,2023-07-26 11:14:29,"",""
Laboratik Inc,https://prtimes.jp/main/html/rd/p/000000032.000022071.html,info@laboratik.com,"",宛,テクノロジー,2023-07-26 11:14:59,"",""
ソニーグループ株式会社,https://prtimes.jp/main/html/rd/p/000000005.000103296.html,Sony.Pressroom@sony.co.jp,"","",テクノロジー,2023-07-26 11:15:32,"",""
INTLOOP株式会社,https://prtimes.jp/main/html/rd/p/000000088.000023636.html,hirose@intloop.com,03-5544-8040,廣瀬（携帯080-3553-5766）,テクノロジー,2023-07-26 11:15:46,"",""
株式会社ミマキエンジニアリング,https://prtimes.jp/main/html/rd/p/000000079.000021708.html,press@mimaki.com,0268-64-2281,"",テクノロジー,2023-07-26 11:16:18,"",""
Gardia株式会社,https://prtimes.jp/main/html/rd/p/000000039.000028788.html,press@gardia.jp,03-6721-1740,山田　E-Mail：press@gardia.jp,テクノロジー,2023-07-26 11:16:55,"",""
Yap株式会社,https://prtimes.jp/main/html/rd/p/000000002.000121260.html,contact@yap.co.jp,"","",テクノロジー,2023-07-26 11:17:05,"",""
エクイニクス・ジャパン株式会社,https://prtimes.jp/main/html/rd/p/000000044.000048280.html,equinixjapan@apcoworldwide.com,"",（APCO Worldwide内）,テクノロジー,2023-07-26 11:17:59,"",""
日本ホテル株式会社,https://prtimes.jp/main/html/rd/p/000000958.000030117.html,pr@nihonhotel.com,"",まで） ℡　03-6912-6741　e-mail:pr@nihonhotel.com,テクノロジー,2023-07-26 11:18:21,"",""
株式会社HashPort,https://prtimes.jp/main/html/rd/p/000000063.000046288.html,pr@hashpalette.com,"","",テクノロジー,2023-07-26 11:18:56,"",""
株式会社ユーザベース,https://prtimes.jp/main/html/rd/p/000000216.000010548.html,newspicks.region@uzabase.com,"","",テクノロジー,2023-07-26 11:19:00,"",""
リネットジャパングループ株式会社,https://prtimes.jp/main/html/rd/p/000000124.000012285.html,press@renet.jp,052-589-2292,星野,テクノロジー,2023-07-26 11:19:12,"",""
SRSホールディングス株式会社,https://prtimes.jp/main/html/rd/p/000000015.000122416.html,tsukimoto-kiyoshi@m-s-food.com,06-7222-3101,マネジャー　神谷 悠子,テクノロジー,2023-07-26 11:19:32,"",""
住友電工情報システム株式会社,https://prtimes.jp/main/html/rd/p/000000039.000052418.html,rakrak@sei-info.co.jp,06-6394-6751,"",テクノロジー,2023-07-26 11:19:54,"",""
Remain in株式会社,https://prtimes.jp/main/html/rd/p/000000010.000077834.html,nakane.h@remain-in.com,03-6822-6906,　中根秀樹,テクノロジー,2023-07-26 11:20:09,"",""
一般社団法人あんしん解体業者認定協会,https://prtimes.jp/main/html/rd/p/000000008.000113357.html,info@anshin-kaitai.or.jp,03-5730-8487,中野,テクノロジー,2023-07-26 11:20:51,"",""
株式会社丸菱製作所,https://prtimes.jp/main/html/rd/p/000000004.000118446.html,h-tomatsu@marubishi-co-ltd.com,0568-31-8414,戸松 裕登,テクノロジー,2023-07-26 11:21:25,"",""
株式会社ZeQ,https://prtimes.jp/main/html/rd/p/000000015.000067997.html,contact@zeq.co.jp,050-3205-1088,稲葉,テクノロジー,2023-07-26 11:21:33,"",""
株式会社ロイヤリティ　マーケティング,https://prtimes.jp/main/html/rd/p/000000632.000004376.html,car7-mst@carseven.jp,"","",テクノロジー,2023-07-26 11:22:16,"",""
合同会社バイビット,https://prtimes.jp/main/html/rd/p/000000010.000077590.html,info@bybit.co.jp,06-7777-1000,岩間,テクノロジー,2023-07-26 11:23:43,"",""
NRIセキュアテクノロジーズ株式会社,https://prtimes.jp/main/html/rd/p/000000110.000052432.html,info@nri-secure.co.jp,"","",テクノロジー,2023-07-26 11:24:21,"",""
株式会社ペライチ,https://prtimes.jp/main/html/rd/p/000000096.000017103.html,pr@peraichi.co.jp,"","",テクノロジー,2023-07-26 11:25:20,"",""
DREAM合同会社,https://prtimes.jp/main/html/rd/p/000000006.000116027.html,info@dream3.jp,"","",テクノロジー,2023-07-26 11:26:09,"",""
"Pendo.io, Inc.",https://prtimes.jp/main/html/rd/p/000000025.000074774.html,pendo_japan_pr@vectorinc.co.jp,"",池田、宮城、東山、菊池,テクノロジー,2023-07-26 11:26:47,"",""
株式会社イーグリッド,https://prtimes.jp/main/html/rd/p/000000012.000105966.html,onda.asami@e-grid.co.jp,"",恩田,テクノロジー,2023-07-26 11:27:01,"",""
株式会社いえらぶGROUP,https://prtimes.jp/main/html/rd/p/000000358.000008550.html,info@ielove-park.jp,03-6911-3955,加藤,テクノロジー,2023-07-26 11:27:07,"",""
株式会社理経,https://prtimes.jp/main/html/rd/p/000000093.000025721.html,xsg@rikei.co.jp,03-3345-2150,石川 大樹（いしかわ だいき）,テクノロジー,2023-07-26 11:27:20,"",""
株式会社KADOKAWA,https://prtimes.jp/main/html/rd/p/000013020.000007006.html,lvm-yasei@ml.kadokawa.jp,"","",テクノロジー,2023-07-26 11:27:36,"",""
株式会社マイナビ,https://prtimes.jp/main/html/rd/p/000001815.000002955.html,koho@mynavi.jp,03-6267-4155,"",テクノロジー,2023-07-26 11:28:35,"",""
株式会社AIRVISA,https://prtimes.jp/main/html/rd/p/000000001.000125822.html,contact@airvisa.co.jp,"","",テクノロジー,2023-07-26 11:28:47,"",""
Gigamon Inc.,https://prtimes.jp/main/html/rd/p/000000010.000098362.html,sales-japan@gigamon.com,03-6721-8349,"",テクノロジー,2023-07-26 11:29:02,"",""
株式会社グッテ,https://prtimes.jp/main/html/rd/p/000000039.000055131.html,takuro.miyazaki@goodte.jp,"",宮﨑、鈴木,テクノロジー,2023-07-26 11:29:07,"",""
株式会社ドウシシャ,https://prtimes.jp/main/html/rd/p/000000390.000028427.html,jun-otake@doshisha.co.jp,06-6121-5888,大竹 惇_3311,テクノロジー,2023-07-26 11:29:33,"",""
データバンク株式会社,https://prtimes.jp/main/html/rd/p/000000007.000058612.html,wp_marketing@databank-net.co.jp,045-478-7033,石田　久美子,テクノロジー,2023-07-26 11:30:34,"",""
株式会社アイディーエス,https://prtimes.jp/main/html/rd/p/000000001.000126277.html,o.nakamura@ids.co.jp,03-5484-7811,"",テクノロジー,2023-07-26 11:30:40,"",""
カゴヤ・ジャパン株式会社,https://prtimes.jp/main/html/rd/p/000000066.000010358.html,contact@kagoya.com,"",相原（あいばら）,テクノロジー,2023-07-26 11:31:26,"",""
OMデジタルソリューションズ株式会社,https://prtimes.jp/main/html/rd/p/000000052.000071595.html,OMDS-PR@om-digitalsolutions.com,"",岩澤,テクノロジー,2023-07-26 11:31:30,"",""
株式会社マーベラス,https://prtimes.jp/main/html/rd/p/000000029.000081329.html,info@igi.dev,03-5769-7447,"",モバイル,2023-07-26 11:35:18,"",""
有限会社アサミズカンパニー,https://prtimes.jp/main/html/rd/p/000000122.000027598.html,asamizucompany@bd.wakwak.com,04-7157-3870,"",エンタメ,2023-07-26 11:43:55,"",""
株式会社サンリオ,https://prtimes.jp/main/html/rd/p/000000506.000037629.html,sanrio@vectorinc.co.jp,"","",エンタメ,2023-07-26 11:44:25,"",""
株式会社飯沼本家,https://prtimes.jp/main/html/rd/p/000000002.000038200.html,kimizuka@iinumahonke.co.jp,043-496-1111,君塚,エンタメ,2023-07-26 11:44:47,"",""
島根県,https://prtimes.jp/main/html/rd/p/000000552.000036130.html,kankou@pref.shimane.lg.jp,0852-22-5111,観光宣伝係 佐藤・梅林,エンタメ,2023-07-26 11:45:07,"",""
北海道テレビ放送株式会社,https://prtimes.jp/main/html/rd/p/000000207.000073351.html,sugiyama@htb.co.jp,011-205-7665,"",エンタメ,2023-07-26 11:45:17,"",""
株式会社フォティーノ,https://prtimes.jp/main/html/rd/p/000000015.000052091.html,hello@stoop.jp,03-6433-5336,"",エンタメ,2023-07-26 11:45:23,"",""
株式会社TryHard Japan,https://prtimes.jp/main/html/rd/p/000000192.000032099.html,a.fujiwara@tryhard.me,06-4708-6470,"",エンタメ,2023-07-26 11:45:42,"",""
株式会社　学研ホールディングス,https://prtimes.jp/main/html/rd/p/000005276.000002535.html,M.Kitagawa@gakken.co.jp,03-6431-1001,北川 美映,エンタメ,2023-07-26 11:45:58,"",""
株式会社ＡＣＣＡ,https://prtimes.jp/main/html/rd/p/000000008.000113299.html,mizukihata@gmail.com,03-6803-8622,"",エンタメ,2023-07-26 11:46:49,"",""
松竹芸能株式会社,https://prtimes.jp/main/html/rd/p/000000242.000047561.html,asami@shochikugeino.jp,03-3545-1544,"",エンタメ,2023-07-26 11:47:01,"",""
株式会社講談社,https://prtimes.jp/main/html/rd/p/000005307.000001719.html,s-kosaka@kodansha.co.jp,03-3945-1111,"",エンタメ,2023-07-26 11:47:53,"",""
Molfo合同会社,https://prtimes.jp/main/html/rd/p/000000006.000026764.html,pr@molfo.net,"","",エンタメ,2023-07-26 11:48:03,"",""
株式会社ティーファイヴ・ジャズ,https://prtimes.jp/main/html/rd/p/000000002.000053505.html,info@t5jazz.com,050-5806-0916,"",エンタメ,2023-07-26 11:48:56,"",""
株式会社サンステラ,https://prtimes.jp/main/html/rd/p/000000078.000083219.html,katsu@sunstella.co.jp,050-1570-7629,勝亦,エンタメ,2023-07-26 11:49:02,"",""
株式会社飛鳥新社,https://prtimes.jp/main/html/rd/p/000000194.000052297.html,numajiri@asukashinsha.co.jp,03-3263-7770,沼尻裕兵,エンタメ,2023-07-26 11:49:20,"",""
株式会社バップ,https://prtimes.jp/main/html/rd/p/000000026.000034440.html,komatsu-594@vap.co.jp,"","",エンタメ,2023-07-26 11:49:33,"",""
株式会社BACSエンターテイメント,https://prtimes.jp/main/html/rd/p/000000008.000030777.html,kobayashi@bacs.jp,03-6233-9119,小林,エンタメ,2023-07-26 11:49:54,"",""
株式会社フォーチュンエンターテイメント,https://prtimes.jp/main/html/rd/p/000000016.000088517.html,hieda@tanipromotion.jp,052-684-4000,稗田,エンタメ,2023-07-26 11:50:05,"",""
合同会社逆旅出版,https://prtimes.jp/main/html/rd/p/000000001.000125873.html,info@gekiryo-pub.com,"","",エンタメ,2023-07-26 11:50:18,"",""
公益財団法人東京都歴史文化財団,https://prtimes.jp/main/html/rd/p/000000501.000038211.html,tatemono@edo-tokyo-museum.or.jp,03-6256-9967,"",エンタメ,2023-07-26 11:50:47,"",""
株式会社プラチナムピクセル,https://prtimes.jp/main/html/rd/p/000000004.000118294.html,motoki-i@ntv.co.jp,03-5468-1178,"",エンタメ,2023-07-26 11:51:01,"",""
株式会社deemade,https://prtimes.jp/main/html/rd/p/000000015.000039053.html,press@deemade.co.jp,03-6459-1755,"",エンタメ,2023-07-26 11:51:18,"",""
海と日本プロジェクト広報事務局,https://prtimes.jp/main/html/rd/p/000001783.000077920.html,minwa-staff@umi-nippon.com,03-6441-2561,柴田）,エンタメ,2023-07-26 11:51:52,"",""
吉本興業株式会社,https://prtimes.jp/main/html/rd/p/000002352.000029501.html,higashiura.naomi@yoshimoto.co.jp,"","",エンタメ,2023-07-26 11:51:59,"",""
株式会社STARBASE,https://prtimes.jp/main/html/rd/p/000001072.000011969.html,info@yentownmarket.com,"","",エンタメ,2023-07-26 11:52:08,"",""
株式会社KADOKAWA,https://prtimes.jp/main/html/rd/p/000013041.000007006.html,wakiyama-m@kadokawa.jp,"","",エンタメ,2023-07-26 11:52:14,"",""
リンクタイズ株式会社,https://prtimes.jp/main/html/rd/p/000000181.000017289.html,i-sales@lighthouse-media.jp,050-1745-9033,"",エンタメ,2023-07-26 11:52:21,"",""
株式会社主婦の友社,https://prtimes.jp/main/html/rd/p/000002226.000002372.html,pr@c-pub.co.jp,03-5280-7500,"",エンタメ,2023-07-26 11:52:30,"",""
株式会社ピハナコンサルティング,https://prtimes.jp/main/html/rd/p/000000010.000041543.html,info@pihananaconsulting.com,"","",エンタメ,2023-07-26 11:53:03,"",""
株式会社サイ,https://prtimes.jp/main/html/rd/p/000000007.000080238.html,sai@kikh.com,"","",エンタメ,2023-07-26 11:53:11,"",""
吉本興業株式会社,https://prtimes.jp/main/html/rd/p/000002351.000029501.html,mk.knd.6@gmail.com,"","",エンタメ,2023-07-26 11:53:25,"",""
株式会社パレスホテルマネジメント,https://prtimes.jp/main/html/rd/p/000000018.000075418.html,press@palacehotel.jp,"",石川・小関,エンタメ,2023-07-26 11:53:58,"",""
株式会社ライズコミュニケーション,https://prtimes.jp/main/html/rd/p/000000176.000041146.html,stage@risecom.jp,03-5790-2660,"",エンタメ,2023-07-26 11:54:03,"",""
株式会社SASI,https://prtimes.jp/main/html/rd/p/000000017.000100352.html,info@sasi-d.com,"","",エンタメ,2023-07-26 11:54:16,"",""
NPO法人TOMORROW,https://prtimes.jp/main/html/rd/p/000000004.000102137.html,info@tomorrow-jp.org,080-6790-0608,岡本夏佳）,エンタメ,2023-07-26 11:54:55,"",""
千葉県,https://prtimes.jp/main/html/rd/p/000000002.000122505.html,gensan@mz.pref.chiba.lg.jp,"","",エンタメ,2023-07-26 11:55:02,"",""
株式会社東急文化村,https://prtimes.jp/main/html/rd/p/000000082.000031037.html,haruyuki-uenoyama@bunkamura.co.jp,"","",エンタメ,2023-07-26 11:55:12,"",""
株式会社ぬかが,https://prtimes.jp/main/html/rd/p/000000033.000071871.html,kato@kotaronukaga.com,"",加藤(070-3350-5109),エンタメ,2023-07-26 11:55:22,"",""
SNS media & consulting 株式会社,https://prtimes.jp/main/html/rd/p/000000003.000028307.html,bosf.info@gmail.com,"",黒坂,エンタメ,2023-07-26 11:55:26,"",""
広島テレビ放送株式会社,https://prtimes.jp/main/html/rd/p/000000007.000096258.html,dx@htv.jp,082-207-0404,"",エンタメ,2023-07-26 11:55:33,"",""
吉本興業株式会社,https://prtimes.jp/main/html/rd/p/000002349.000029501.html,nishino.tomoyasu@yoshimoto.co.jp,"","",エンタメ,2023-07-26 11:55:38,"",""
株式会社資生堂,https://prtimes.jp/main/html/rd/p/000002446.000005794.html,keiko.toyoda@shiseido.com,03-3572-5111,豊田、塚田,エンタメ,2023-07-26 11:56:13,"",""
東映アニメーション株式会社,https://prtimes.jp/main/html/rd/p/000000244.000059287.html,ando-shogo@toei-anim.co.jp,"",安東,エンタメ,2023-07-26 11:56:29,"",""
株式会社ホリプロ,https://prtimes.jp/main/html/rd/p/000000830.000028143.html,yanagimoto@horipro.net,"",柳本,エンタメ,2023-07-26 11:56:50,"",""
株式会社KADOKAWA,https://prtimes.jp/main/html/rd/p/000013040.000007006.html,tajima-m@kadokawa.jp,"","",エンタメ,2023-07-26 11:56:58,"",""
松竹ブロードキャスティング株式会社,https://prtimes.jp/main/html/rd/p/000000349.000006470.html,hdc@broadcasting.co.jp,03-5250-2321,　中村,エンタメ,2023-07-26 11:57:56,"",""
株式会社コージー本舗,https://prtimes.jp/main/html/rd/p/000000034.000041854.html,mail@osamugoods.com,03-3842-0221,"",エンタメ,2023-07-26 11:58:01,"",""
株式会社ポニーキャニオン,https://prtimes.jp/main/html/rd/p/000001651.000031071.html,k.kurose@ponycanyon.co.jp,03-6230-9700,"",エンタメ,2023-07-26 11:58:57,"",""
株式会社k company,https://prtimes.jp/main/html/rd/p/000000001.000126097.html,seiko.kigawa@gmail.com,"","",エンタメ,2023-07-26 11:59:22,"",""
株式会社スペースシャワーネットワーク,https://prtimes.jp/main/html/rd/p/000002196.000002929.html,kisara@spaceshower.net,03-3585-3242,木皿博子,エンタメ,2023-07-26 11:59:42,"",""
株式会社小学館,https://prtimes.jp/main/html/rd/p/000002242.000013640.html,toitan1208@mail.shogakukan.co.jp,03-3230-5375,"",エンタメ,2023-07-26 12:00:13,"",""
ＲＫＢ毎日放送株式会社,https://prtimes.jp/main/html/rd/p/000000061.000067667.html,wada@rkb.ne.jp,"","",エンタメ,2023-07-26 12:00:35,"",""
株式会社WCS,https://prtimes.jp/main/html/rd/p/000000039.000061165.html,tsuzuki@wcs.co.jp,"",都築　TEL／052-962-2003(携帯:070-8924-2003) E-mail／tsuzuki@wcs.co.jp,エンタメ,2023-07-26 12:00:59,"",""
株式会社シグナル,https://prtimes.jp/main/html/rd/p/000000005.000116499.html,vintry_pr@signalinc.co.jp,03-6803-8444,山岸,エンタメ,2023-07-26 12:01:15,"",""
株式会社パーソナルブレーン,https://prtimes.jp/main/html/rd/p/000000026.000031087.html,editor@p-b.co.jp,075-256-2224,"",エンタメ,2023-07-26 12:01:18,"",""
ログズ株式会社,https://prtimes.jp/main/html/rd/p/000000038.000051357.html,info@gaku.school,03-5829-3595,"",エンタメ,2023-07-26 12:02:02,"",""
株式会社ON-ART,https://prtimes.jp/main/html/rd/p/000000022.000024717.html,dinosafari-pr@kyodo-pr.co.jp,04-2907-7571,日比・近藤・秋山,エンタメ,2023-07-26 12:02:13,"",""
株式会社MAGES.,https://prtimes.jp/main/html/rd/p/000000050.000046985.html,morita_yasuji@mages.co.jp,"","",エンタメ,2023-07-26 12:02:19,"",""
M-YOU株式会社,https://prtimes.jp/main/html/rd/p/000000008.000101074.html,contact@m-you.co.jp,"","",エンタメ,2023-07-26 12:04:01,"",""
株式会社トレンド・プロ,https://prtimes.jp/main/html/rd/p/000000052.000039939.html,kinumaki@trendpro.co.jp,03-3519-6769,絹巻,エンタメ,2023-07-26 12:04:07,"",""
株式会社レプロエンタテインメント,https://prtimes.jp/main/html/rd/p/000000503.000041036.html,d-shimabara@lespros.co.jp,"",島原大輔(しまばら・だいすけ),エンタメ,2023-07-26 12:04:24,"",""
一般社団法人日本循環器協会,https://prtimes.jp/main/html/rd/p/000000005.000117401.html,kenko810@m-qol.co.jp,03-6775-9113,島田・大野）,ビューティー,2023-07-26 12:04:44,"",""
株式会社Builds,https://prtimes.jp/main/html/rd/p/000000071.000046888.html,cloud-gym@builds.ventures,03-6721-0231,　房谷（ふさたに）,ビューティー,2023-07-26 12:04:52,"",""
